город,оценка,дата
Ростов-на-Дону,1.0,"Отзыв написан 12 февраля, 2014, 11:52"
Потесы,2.0,"Отзыв написан 12 февраля, 2014, 09:44"
Саянск,1.0,"Отзыв написан 12 февраля, 2014, 05:15"
Журихино,4.0,"Отзыв написан 11 февраля, 2014, 16:56"
Кировск,5.0,"Отзыв написан 11 февраля, 2014, 15:27"
Семено-Камышенская,5.0,"Отзыв написан 11 февраля, 2014, 14:06"
Нижний Новгород,4.0,"Отзыв написан 10 февраля, 2014, 18:49"
Белькачи,5.0,"Отзыв написан 10 февраля, 2014, 02:25"
Ростов-на-Дону,5.0,"Отзыв написан 9 февраля, 2014, 19:07"
Сулеймановка,5.0,"Отзыв написан 9 февраля, 2014, 18:59"
Нижневартовск,1.0,"Отзыв написан 9 февраля, 2014, 18:34"
Бурчак,3.0,"Отзыв написан 8 февраля, 2014, 23:28"
Шалоболино,2.0,"Отзыв написан 8 февраля, 2014, 09:37"
Воронеж,3.0,"Отзыв написан 7 февраля, 2014, 18:54"
Лобня,1.0,"Отзыв написан 7 февраля, 2014, 13:04"
Александров,4.0,"Отзыв написан 6 февраля, 2014, 18:04"
Курск,5.0,"Отзыв написан 5 февраля, 2014, 14:44"
Ярославский,5.0,"Отзыв написан 5 февраля, 2014, 02:05"
Курск,3.0,"Отзыв написан 4 февраля, 2014, 22:53"
Касумкент,5.0,"Отзыв написан 4 февраля, 2014, 20:56"
Крестище,5.0,"Отзыв написан 4 февраля, 2014, 15:35"
Раздолье,4.0,"Отзыв написан 4 февраля, 2014, 15:29"
Мозжуха,5.0,"Отзыв написан 4 февраля, 2014, 11:08"
Белгород,4.0,"Отзыв написан 3 февраля, 2014, 06:42"
Карабулак,5.0,"Отзыв написан 2 февраля, 2014, 17:05"
Киров,4.0,"Отзыв написан 1 февраля, 2014, 16:40"
Калачиги,1.0,"Отзыв написан 31 января, 2014, 22:51"
Вятское,5.0,"Отзыв написан 31 января, 2014, 19:42"
Вятское,4.0,"Отзыв написан 31 января, 2014, 18:27"
Курск,5.0,"Отзыв написан 31 января, 2014, 18:22"
Новосибирск,5.0,"Отзыв написан 31 января, 2014, 17:01"
Киров,4.0,"Отзыв написан 31 января, 2014, 10:21"
Ванское,5.0,"Отзыв написан 30 января, 2014, 13:39"
Тихорецк,3.0,"Отзыв написан 30 января, 2014, 12:29"
Калач,5.0,"Отзыв написан 30 января, 2014, 09:17"
Соль-Илецк,5.0,"Отзыв написан 30 января, 2014, 07:40"
Новосибирск,4.0,"Отзыв написан 29 января, 2014, 23:15"
Шарья,5.0,"Отзыв написан 29 января, 2014, 22:26"
Филисово,4.0,"Отзыв написан 29 января, 2014, 01:30"
Ибрагимово,5.0,"Отзыв написан 28 января, 2014, 23:07"
Тула,4.0,"Отзыв написан 28 января, 2014, 20:29"
Самара,5.0,"Отзыв написан 27 января, 2014, 10:32"
Заулье,5.0,"Отзыв написан 26 января, 2014, 15:28"
Омск,2.0,"Отзыв написан 26 января, 2014, 14:18"
Чернышковский,2.0,"Отзыв написан 26 января, 2014, 09:16"
Шаламово,4.0,"Отзыв написан 25 января, 2014, 16:25"
Уруп,4.0,"Отзыв написан 25 января, 2014, 10:07"
Заулье,5.0,"Отзыв написан 24 января, 2014, 21:47"
Леун,5.0,"Отзыв написан 24 января, 2014, 15:34"
Шустово,4.0,"Отзыв написан 24 января, 2014, 13:50"
Щигры,1.0,"Отзыв написан 23 января, 2014, 18:45"
Благовещенск,3.0,"Отзыв написан 22 января, 2014, 14:58"
Попадьино,5.0,"Отзыв написан 22 января, 2014, 11:07"
Большое Жирово,5.0,"Отзыв написан 22 января, 2014, 08:30"
Иваново,1.0,"Отзыв написан 21 января, 2014, 22:02"
Шепелевка,5.0,"Отзыв написан 21 января, 2014, 17:46"
Ялта,5.0,"Отзыв написан 19 января, 2014, 20:06"
Тамбов,1.0,"Отзыв написан 17 января, 2014, 22:18"
Белгород,3.0,"Отзыв написан 16 января, 2014, 23:59"
Белгород,1.0,"Отзыв написан 16 января, 2014, 17:16"
Белгород,3.0,"Отзыв написан 15 января, 2014, 21:22"
Протвино,5.0,"Отзыв написан 15 января, 2014, 18:14"
Новоселицы,4.0,"Отзыв написан 15 января, 2014, 14:18"
Усть-Нера,5.0,"Отзыв написан 15 января, 2014, 10:27"
Москва,5.0,"Отзыв написан 15 января, 2014, 09:48"
Абрау-Дюрсо,5.0,"Отзыв написан 14 января, 2014, 00:43"
Санкт-Петербург,5.0,"Отзыв написан 14 января, 2014, 00:07"
Воронеж,5.0,"Отзыв написан 13 января, 2014, 23:44"
Смоленск,4.0,"Отзыв написан 13 января, 2014, 19:44"
Анапа,4.0,"Отзыв написан 13 января, 2014, 18:24"
Воронеж,5.0,"Отзыв написан 13 января, 2014, 11:20"
Волчанск,1.0,"Отзыв написан 12 января, 2014, 16:39"
Волоцкий,5.0,"Отзыв написан 10 января, 2014, 00:22"
Муром,5.0,"Отзыв написан 9 января, 2014, 23:34"
Подгорное,3.0,"Отзыв написан 9 января, 2014, 20:58"
Александров,5.0,"Отзыв написан 9 января, 2014, 08:08"
Сочи,1.0,"Отзыв написан 8 января, 2014, 13:27"
Новгородовка,5.0,"Отзыв написан 8 января, 2014, 00:21"
Белгород,3.0,"Отзыв написан 7 января, 2014, 23:49"
Краснодар,1.0,"Отзыв написан 7 января, 2014, 20:55"
Верхняя Платовка,5.0,"Отзыв написан 7 января, 2014, 11:10"
Морозовск,3.0,"Отзыв написан 7 января, 2014, 02:29"
Юбилейный,1.0,"Отзыв написан 7 января, 2014, 00:05"
Маслова Пристань,5.0,"Отзыв написан 6 января, 2014, 16:14"
Старовеличковская,3.0,"Отзыв написан 5 января, 2014, 19:40"
Кармалка,5.0,"Отзыв написан 5 января, 2014, 14:41"
Зобово,5.0,"Отзыв написан 5 января, 2014, 14:08"
Устюжна,5.0,"Отзыв написан 5 января, 2014, 12:11"
Омск,3.0,"Отзыв написан 4 января, 2014, 23:19"
Елины,5.0,"Отзыв написан 4 января, 2014, 22:11"
Кулешовка,2.0,"Отзыв написан 4 января, 2014, 09:11"
Ижевск,5.0,"Отзыв написан 3 января, 2014, 16:12"
Новосибирск,2.0,"Отзыв написан 2 января, 2014, 23:15"
Шмаровка,5.0,"Отзыв написан 1 января, 2014, 20:13"
Злобино,5.0,"Отзыв написан 1 января, 2014, 18:33"
Нефтеюганск,5.0,"Отзыв написан 1 января, 2014, 16:54"
Заулье,5.0,"Отзыв написан 31 декабря, 2013, 20:38"
Елтышево,1.0,"Отзыв написан 31 декабря, 2013, 12:16"
Тында,4.0,"Отзыв написан 30 декабря, 2013, 20:41"
Благовещенск,5.0,"Отзыв написан 30 декабря, 2013, 20:25"
Елабуга,3.0,"Отзыв написан 30 декабря, 2013, 17:11"
Ростов-на-Дону,1.0,"Отзыв написан 30 декабря, 2013, 09:21"
Золотуха,5.0,"Отзыв написан 30 декабря, 2013, 02:06"
Идель,3.0,"Отзыв написан 29 декабря, 2013, 02:11"
Суоярви,4.0,"Отзыв написан 29 декабря, 2013, 01:52"
Сортавала,3.0,"Отзыв написан 29 декабря, 2013, 01:22"
Белгород,4.0,"Отзыв написан 28 декабря, 2013, 17:44"
Шуя,3.0,"Отзыв написан 28 декабря, 2013, 14:07"
Тула,5.0,"Отзыв написан 28 декабря, 2013, 12:22"
Санкт-Петербург,5.0,"Отзыв написан 28 декабря, 2013, 12:19"
Шадринск,1.0,"Отзыв написан 27 декабря, 2013, 23:15"
Обнинск,5.0,"Отзыв написан 27 декабря, 2013, 15:21"
Бодайбо,5.0,"Отзыв написан 27 декабря, 2013, 14:11"
Казань,1.0,"Отзыв написан 26 декабря, 2013, 23:20"
Белгород,5.0,"Отзыв написан 26 декабря, 2013, 16:57"
Орск,1.0,"Отзыв написан 26 декабря, 2013, 10:23"
Екатеринбург,1.0,"Отзыв написан 25 декабря, 2013, 22:15"
Казань,1.0,"Отзыв написан 25 декабря, 2013, 15:34"
Ульяновск,2.0,"Отзыв написан 24 декабря, 2013, 14:55"
Сургут,4.0,"Отзыв написан 24 декабря, 2013, 09:56"
Белгород,1.0,"Отзыв написан 23 декабря, 2013, 23:40"
Пинега,5.0,"Отзыв написан 23 декабря, 2013, 16:11"
Белгород,3.0,"Отзыв написан 23 декабря, 2013, 10:24"
Пангоды,3.0,"Отзыв написан 22 декабря, 2013, 23:46"
Урдома,4.0,"Отзыв написан 22 декабря, 2013, 23:37"
Пикалёво,3.0,"Отзыв написан 22 декабря, 2013, 23:32"
Киров,2.0,"Отзыв написан 22 декабря, 2013, 22:26"
Калуга,4.0,"Отзыв написан 22 декабря, 2013, 21:27"
Коммунар,5.0,"Отзыв написан 22 декабря, 2013, 17:58"
Муром,4.0,"Отзыв написан 22 декабря, 2013, 10:21"
Урдома,4.0,"Отзыв написан 22 декабря, 2013, 01:38"
Озинки,3.0,"Отзыв написан 21 декабря, 2013, 14:25"
Новозыбков,1.0,"Отзыв написан 20 декабря, 2013, 20:25"
Родничный Дол,2.0,"Отзыв написан 20 декабря, 2013, 18:13"
Красное,4.0,"Отзыв написан 20 декабря, 2013, 14:33"
Верхняя Тура,4.0,"Отзыв написан 20 декабря, 2013, 11:15"
Краснодар,1.0,"Отзыв написан 19 декабря, 2013, 23:21"
Ростов-на-Дону,3.0,"Отзыв написан 19 декабря, 2013, 17:45"
Сибай,3.0,"Отзыв написан 19 декабря, 2013, 11:55"
Казань,1.0,"Отзыв написан 19 декабря, 2013, 08:44"
Краснодар,1.0,"Отзыв написан 18 декабря, 2013, 12:20"
Краснодар,1.0,"Отзыв написан 18 декабря, 2013, 11:54"
Краснодар,1.0,"Отзыв написан 18 декабря, 2013, 11:46"
Белгород,5.0,"Отзыв написан 18 декабря, 2013, 01:20"
Боковская,4.0,"Отзыв написан 17 декабря, 2013, 12:28"
Майкоп,1.0,"Отзыв написан 16 декабря, 2013, 17:40"
Майкоп,1.0,"Отзыв написан 16 декабря, 2013, 17:28"
Новочеркасск,3.0,"Отзыв написан 16 декабря, 2013, 14:29"
Чамзинка,3.0,"Отзыв написан 16 декабря, 2013, 09:49"
Котиха,5.0,"Отзыв написан 15 декабря, 2013, 20:33"
Сочи,1.0,"Отзыв написан 15 декабря, 2013, 11:55"
Казачинское,4.0,"Отзыв написан 15 декабря, 2013, 10:31"
Октябрьская,5.0,"Отзыв написан 15 декабря, 2013, 01:44"
Юкаменское,5.0,"Отзыв написан 14 декабря, 2013, 22:57"
Салехард,2.0,"Отзыв написан 14 декабря, 2013, 17:37"
Сургут,5.0,"Отзыв написан 12 декабря, 2013, 15:14"
Мазунино,2.0,"Отзыв написан 12 декабря, 2013, 12:31"
Южноуральск,5.0,"Отзыв написан 12 декабря, 2013, 11:45"
Ковров,2.0,"Отзыв написан 10 декабря, 2013, 22:46"
Запрудское,4.0,"Отзыв написан 10 декабря, 2013, 20:12"
Кошехабль,5.0,"Отзыв написан 8 декабря, 2013, 23:24"
Воронеж,2.0,"Отзыв написан 8 декабря, 2013, 19:07"
Хрящевка,5.0,"Отзыв написан 8 декабря, 2013, 15:58"
Хрящевка,5.0,"Отзыв написан 8 декабря, 2013, 15:49"
Ерал,1.0,"Отзыв написан 8 декабря, 2013, 11:59"
Советская Гавань,2.0,"Отзыв написан 8 декабря, 2013, 00:33"
Василевка,5.0,"Отзыв написан 7 декабря, 2013, 22:42"
Идель,5.0,"Отзыв написан 7 декабря, 2013, 13:31"
Платово,1.0,"Отзыв написан 6 декабря, 2013, 18:34"
Таловая,3.0,"Отзыв написан 6 декабря, 2013, 10:01"
Таловая,3.0,"Отзыв написан 6 декабря, 2013, 09:54"
Уфа,5.0,"Отзыв написан 5 декабря, 2013, 12:35"
Санкт-Петербург,5.0,"Отзыв написан 4 декабря, 2013, 18:08"
Краснодар,4.0,"Отзыв написан 4 декабря, 2013, 12:32"
Юрловка,5.0,"Отзыв написан 3 декабря, 2013, 19:47"
